Freq,size,media,max_fft,min_freq,max_freq,Freq-min,max-Freq,OK
370.0,3,238,395,367,371,2,1,0
293.664,6,4014,18605,289,298,4,5,1
329.632,8,530,14724,324,337,5,8,1
311.12,7,659,13887,304,316,6,5,1
349.232,9,734,5864,339,355,9,6,1
277.184,5,139,393,273,283,3,6,0
246.944,2,99,109,240,251,6,5,0
349.232,7,829,18790,341,353,7,4,1
311.12,8,1074,15626,304,318,6,7,1
293.664,7,1820,13298,287,298,6,5,1
329.632,7,915,11855,324,335,5,6,1
392.0,5,193,333,382,402,9,10,0
370.0,4,206,315,363,369,6,0,0
233.08,2,247,283,236,238,-3,5,0
415.312,4,156,262,404,423,11,8,0
246.944,1,172,172,240,240,6,-6,0
329.632,8,515,14997,322,335,7,6,1
311.12,6,1237,5779,306,318,4,7,1
349.232,4,2231,4586,347,353,1,4,1
293.664,5,949,2475,287,296,6,3,1
277.184,3,356,548,273,277,3,0,0
370.0,3,273,300,365,369,4,0,0
415.312,5,119,173,404,423,11,8,0
196.0,2,137,159,199,201,-3,5,0
311.12,8,752,17740,304,318,6,7,1
349.232,9,430,15899,339,355,9,6,1
293.664,7,1086,15439,287,298,6,5,1
329.632,8,347,10328,322,335,7,6,1
277.184,3,383,591,273,277,3,0,0
370.0,2,303,347,365,367,4,-2,0
392.0,3,242,318,382,386,9,-5,0
246.944,1,99,99,240,240,6,-6,0
329.632,8,641,15391,324,337,5,8,1
293.664,8,863,15319,287,300,6,7,1
349.232,8,581,12815,341,355,7,6,1
311.12,5,1051,3041,306,314,4,3,1
277.184,2,367,371,273,275,3,-1,0
370.0,2,271,311,365,367,4,-2,0
311.12,9,775,16891,302,318,8,7,1
349.232,5,3821,9498,343,353,5,4,1
329.632,7,244,9260,322,333,7,4,1
293.664,5,1453,3225,291,298,2,5,1
370.0,2,214,219,365,367,4,-2,0
277.184,2,153,205,273,277,3,0,0
349.232,8,923,18516,341,355,7,6,1
329.632,8,982,16942,322,335,7,6,1
293.664,8,1278,12401,287,300,6,7,1
311.12,6,2218,11440,306,318,4,7,1
370.0,3,115,277,365,369,4,0,0
277.184,2,161,203,275,277,1,0,0
293.664,8,1371,19270,287,300,6,7,1
311.12,6,2856,12552,302,314,8,3,1
329.632,7,683,7570,324,337,5,8,1
349.232,8,527,878,339,355,9,6,1
277.184,8,139,271,269,283,7,6,0
349.232,8,817,19152,339,355,9,6,1
329.632,7,2072,18653,326,337,3,8,1
311.12,7,1744,17604,302,316,8,5,1
293.664,7,417,8425,287,298,6,5,1
370.0,4,168,295,363,373,6,3,0
277.184,5,161,285,269,279,7,2,0
392.0,3,90,197,384,388,7,-3,0
349.232,9,466,11356,339,357,9,8,1
293.664,8,773,10780,287,300,6,7,1
311.12,7,440,4926,304,316,6,5,1
329.632,8,719,4599,324,337,5,8,1
277.184,8,213,646,269,283,7,6,0
370.0,6,182,360,363,373,6,3,0
246.944,5,79,167,240,251,6,5,0
311.12,6,4696,20024,304,318,6,7,1
293.664,7,2879,19973,287,300,6,7,1
329.632,5,7304,19702,326,335,3,6,1
349.232,7,1328,13081,341,353,7,4,1
277.184,6,210,436,273,283,3,6,0
370.0,7,120,364,361,373,8,3,0
392.0,3,146,235,382,386,9,-5,0
246.944,2,111,136,240,251,6,5,0
349.232,7,587,17011,341,353,7,4,1
293.664,7,1539,10372,287,298,6,5,1
311.12,8,378,4501,304,318,6,7,1
329.632,6,838,2953,326,335,3,6,1
370.0,4,189,326,363,369,6,0,0
277.184,5,141,282,271,279,5,2,0
415.312,5,152,269,404,423,11,8,0
392.0,4,221,258,382,402,9,10,0
220.0,3,157,200,216,220,3,0,0
233.08,2,147,174,236,238,-3,5,0
196.0,2,157,170,199,201,-3,5,0
185.0,2,114,125,181,183,3,-1,0
440.0,2,109,109,439,441,0,1,0
246.944,1,106,106,240,240,6,-6,0
659.264,1,92,92,642,642,16,-16,0
329.632,7,815,19886,324,335,5,6,1
311.12,7,821,17662,306,318,4,7,1
293.664,7,324,5901,289,300,4,7,1
349.232,6,489,2664,345,355,3,6,1
370.0,4,194,269,363,369,6,0,0
392.0,5,146,222,382,402,9,10,0
246.944,1,113,113,240,240,6,-6,0
349.232,8,498,17097,343,357,5,8,1
293.664,8,886,15828,287,300,6,7,1
311.12,9,457,10752,302,318,8,7,1
329.632,5,211,812,326,333,3,4,1
277.184,3,311,638,273,277,3,0,0
329.632,8,707,20351,322,335,7,6,1
293.664,8,968,15810,287,300,6,7,1
311.12,7,624,11690,304,316,6,5,1
349.232,7,365,8187,343,355,5,6,1
277.184,3,313,455,273,277,3,0,0
370.0,3,215,294,365,371,4,1,0
311.12,9,624,15736,302,318,8,7,1
349.232,7,504,13679,343,355,5,6,1
329.632,6,326,1434,324,333,5,4,1
293.664,5,413,852,291,298,2,5,1
277.184,2,289,329,273,275,3,-1,0
370.0,4,143,296,363,369,6,0,0
392.0,3,183,248,382,386,9,-5,0
233.08,1,179,179,238,238,-5,5,0
329.632,8,977,21333,324,337,5,8,1
349.232,9,877,17535,339,357,9,8,1
293.664,8,1620,17054,287,300,6,7,1
311.12,8,350,3220,304,318,6,7,1
277.184,5,184,194,271,281,5,4,0
370.0,3,127,146,361,371,8,1,0
311.12,8,969,18261,304,318,6,7,1
293.664,8,909,16849,287,300,6,7,1
349.232,5,3116,6784,345,353,3,4,1
329.632,8,284,3587,322,337,7,8,1
277.184,3,131,195,271,277,5,0,0
370.0,3,109,182,365,369,4,0,0
349.232,10,433,21638,339,357,9,8,1
329.632,9,617,20955,322,337,7,8,1
311.12,8,632,6195,302,316,8,5,1
293.664,8,651,4694,287,300,6,7,1
277.184,7,194,401,269,283,7,6,0
370.0,6,184,353,361,371,8,1,0
392.0,3,207,275,384,402,7,10,0
246.944,2,108,120,240,242,6,-4,0
311.12,6,3657,16944,306,316,4,5,1
293.664,6,2610,12367,289,298,4,5,1
329.632,5,1294,5406,326,333,3,4,1
349.232,6,716,3775,343,353,5,4,1
293.664,6,4276,19741,289,298,4,5,1
329.632,8,1287,18378,324,337,5,8,1
349.232,10,594,17422,339,357,9,8,1
311.12,6,2775,13344,304,314,6,3,1
277.184,7,290,823,269,281,7,4,0
370.0,5,123,385,361,371,8,1,0
392.0,4,256,384,382,388,9,-3,0
233.08,4,211,304,232,238,0,5,0
415.312,5,91,180,406,425,9,10,0
349.232,7,819,14437,343,355,5,6,1
311.12,7,1217,11126,304,318,6,7,1
293.664,7,1480,9642,287,300,6,7,1
329.632,7,796,8384,322,335,7,6,1
277.184,3,317,336,275,279,1,2,0
370.0,5,152,261,363,373,6,3,0
392.0,3,138,212,384,388,7,-3,0
246.944,2,93,104,240,251,6,5,0
311.12,8,927,16716,304,318,6,7,1
329.632,9,761,15682,322,337,7,8,1
293.664,7,397,9114,289,300,4,7,1
349.232,8,382,8708,341,355,7,6,1
246.944,1,115,115,240,240,6,-6,0
349.232,8,540,19841,339,353,9,4,1
293.664,7,1728,19358,289,300,4,7,1
329.632,7,355,10456,322,335,7,6,1
311.12,8,349,2256,302,318,8,7,1
277.184,6,185,342,269,283,7,6,0
246.944,1,101,101,240,240,6,-6,0
311.12,9,690,16702,302,318,8,7,1
329.632,9,483,14247,322,337,7,8,1
293.664,8,702,10917,287,300,6,7,1
277.184,3,328,606,273,277,3,0,0
349.232,4,311,524,345,351,3,2,1
370.0,2,311,327,365,367,4,-2,0
392.0,3,162,224,384,402,7,10,0
415.312,3,96,201,404,421,11,6,0
233.08,2,166,181,236,238,-3,5,0
220.0,2,144,167,218,220,1,0,0
349.232,8,587,19181,341,355,7,6,1
329.632,7,594,11672,324,335,5,6,1
311.12,6,1237,7151,306,316,4,5,1
293.664,7,526,3686,287,298,6,5,1
277.184,2,320,329,273,275,3,-1,0
370.0,2,253,295,365,367,4,-2,0
392.0,2,231,242,384,386,7,-5,0
220.0,2,115,133,218,220,1,0,0
233.08,1,118,118,238,238,-5,5,0
246.944,1,97,97,240,240,6,-6,0
293.664,8,1091,15349,287,300,6,7,1
311.12,9,657,14141,302,318,8,7,1
329.632,8,325,13958,322,335,7,6,1
349.232,7,700,9434,343,355,5,6,1
370.0,4,136,270,363,369,6,0,0
277.184,3,113,262,273,277,3,0,0
246.944,1,83,83,240,240,6,-6,0
293.664,7,1305,16769,289,300,4,7,1
311.12,7,622,14942,302,316,8,5,1
349.232,8,345,13690,339,357,9,8,1
329.632,8,1113,13404,322,337,7,8,1
370.0,4,131,326,361,369,8,0,0
392.0,2,117,157,384,400,7,8,0
277.184,3,121,144,277,283,0,6,0
349.232,6,3641,17248,343,353,5,4,1
329.632,7,269,13855,322,337,7,8,1
311.12,7,1630,8665,304,316,6,5,1
293.664,7,407,1696,287,298,6,5,1
277.184,5,84,260,269,279,7,2,0
370.0,2,139,177,367,371,2,1,0
392.0,2,107,132,384,388,7,-3,0
311.12,8,1406,19403,302,318,8,7,1
293.664,6,3792,15718,289,300,4,7,1
329.632,9,230,15245,322,337,7,8,1
349.232,8,375,3538,339,355,9,6,1
277.184,5,216,423,271,279,5,2,0
370.0,5,176,382,363,371,6,1,0
246.944,2,93,102,240,251,6,5,0
349.232,8,1126,20008,341,355,7,6,1
293.664,7,2723,18584,287,300,6,7,1
329.632,8,732,12417,324,337,5,8,1
311.12,7,125,715,304,318,6,7,1
277.184,5,127,354,271,281,5,4,0
370.0,6,159,283,361,371,8,1,0
392.0,2,158,210,384,386,7,-5,0
311.12,9,427,19098,302,318,8,7,1
329.632,7,560,16063,322,337,7,8,1
349.232,9,570,7655,339,357,9,8,1
293.664,8,697,5607,287,300,6,7,1
277.184,7,264,663,269,281,7,4,0
370.0,4,212,385,361,371,8,1,0
246.944,2,142,166,240,251,6,5,0
349.232,9,830,15317,339,355,9,6,1
293.664,6,2547,12004,289,298,4,5,1
329.632,7,1389,9734,326,337,3,8,1
311.12,7,1607,7666,302,316,8,5,1
277.184,7,142,370,269,283,7,6,0
246.944,1,94,94,251,251,-5,5,0
293.664,8,1201,18040,287,300,6,7,1
329.632,8,500,16108,322,335,7,6,1
349.232,7,557,15199,341,353,7,4,1
311.12,7,555,14550,306,318,4,7,1
370.0,5,115,326,363,371,6,1,0
392.0,4,121,190,382,402,9,10,0
277.184,4,104,154,271,279,5,2,0
415.312,1,112,112,404,404,11,-11,0
311.12,8,711,14013,304,318,6,7,1
293.664,7,1003,8850,287,298,6,5,1
329.632,8,421,7441,324,337,5,8,1
349.232,7,296,6429,341,355,7,6,1
277.184,3,357,577,273,277,3,0,0
370.0,2,329,331,365,367,4,-2,0
233.08,2,211,248,236,238,-3,5,0
392.0,4,184,222,384,402,7,10,0
415.312,2,155,221,404,406,11,-9,0
246.944,1,115,115,240,240,6,-6,0
349.232,8,640,18373,341,355,7,6,1
329.632,9,568,16649,322,337,7,8,1
311.12,7,408,7511,304,316,6,5,1
293.664,7,532,6848,287,298,6,5,1
277.184,3,342,545,273,277,3,0,0
370.0,2,324,358,365,367,4,-2,0
311.12,8,785,17510,304,318,6,7,1
293.664,7,1364,16573,287,298,6,5,1
329.632,4,3026,6074,328,333,1,4,1
349.232,7,495,3109,343,355,5,6,1
277.184,2,311,320,273,275,3,-1,0
370.0,3,233,317,363,367,6,-2,0
246.944,1,102,102,240,240,6,-6,0
329.632,8,940,18318,322,335,7,6,1
349.232,7,529,17547,341,353,7,4,1
293.664,7,780,13818,289,300,4,7,1
311.12,7,472,1155,302,314,8,3,1
392.0,2,150,225,382,384,9,-7,0
277.184,4,118,205,271,281,5,4,0
370.0,3,178,192,365,371,4,1,0
311.12,8,1162,17981,304,318,6,7,1
349.232,7,1219,12564,343,355,5,6,1
329.632,7,580,4579,324,335,5,6,1
293.664,6,958,2923,287,296,6,3,1
370.0,3,119,275,365,369,4,0,0
277.184,1,122,122,277,277,0,0,0
392.0,2,98,115,384,388,7,-3,0
329.632,7,1911,20056,322,337,7,8,1
293.664,6,3948,17371,289,300,4,7,1
349.232,8,605,11110,341,355,7,6,1
311.12,7,553,9709,304,316,6,5,1
277.184,4,239,304,271,277,5,0,0
370.0,4,185,238,363,369,6,0,0
392.0,2,152,172,384,388,7,-3,0
349.232,8,954,19432,341,357,7,8,1
293.664,7,2224,17614,287,298,6,5,1
311.12,8,1231,14558,302,318,8,7,1
329.632,9,189,2454,322,337,7,8,1
370.0,6,126,300,361,371,8,1,0
277.184,4,191,297,273,279,3,2,0
392.0,2,158,163,384,386,7,-5,0
329.632,9,176,20041,322,337,7,8,1
311.12,7,2535,16040,306,318,4,7,1
293.664,8,627,2701,287,300,6,7,1
349.232,10,454,1655,339,357,9,8,1
277.184,8,257,708,269,283,7,6,0
370.0,4,233,377,363,371,6,1,0
246.944,2,102,123,250,251,-3,5,0
349.232,7,1432,19803,343,355,5,6,1
293.664,8,1021,14851,287,300,6,7,1
311.12,7,351,7354,304,316,6,5,1
329.632,7,453,739,322,335,7,6,1
277.184,7,183,461,271,283,5,6,0
370.0,3,242,358,367,371,2,1,0
392.0,6,124,276,382,402,9,10,0
233.08,3,160,165,234,238,-1,5,0
